seed,probe,dz_B_C,dz_B_A,dz_D_A
31,P1,-0.038430928652809636,-0.35061754697090275,-0.15516414168022682
31,P2,0.6692188108849866,0.579429878743382,0.02578428243494708
32,P1,-0.16708659133233547,-0.5064433878390711,-0.26401457684561863
32,P2,0.7717671747425943,0.46643410657916173,-0.07385522135029958
33,P1,-0.1272616051825588,-0.6397886774052239,-0.4354633284871058
33,P2,0.7336841087965906,0.5858060180110297,-0.014543129596421383
