position,turn,layer,n_pairs,SSSF_mean,SSSF_sd,NNNF_mean,NNNF_sd,HHHF_mean,HHHF_sd,SSHF_mean,SSHF_sd,dz_SSSF_NNNF,dz_HHHF_NNNF,dz_SSHF_NNNF,dz_SSHF_SSSF
eot_u_3,3,15,160,7.5542607848343435,0.7451779756762313,-3.4541410281590528,1.5182666304668784,-3.235301120877619,0.9067708979901429,-7.119473518665157,0.9902286188016217,6.015993786021241,0.18241898510281754,-1.8676267115739178,-14.581542652567355
eot_u_3,3,16,160,8.200637624843901,0.9692061645903862,-3.496402806057914,1.3937458578702668,-3.7123874482832626,1.1437057651476266,-7.102868384311478,1.1545619891364638,7.09819349916904,-0.1883762682942199,-2.091625879141546,-10.30531030842373
eot_u_3,3,17,160,8.16067301874009,0.9643730063952008,-3.179406472047046,1.5051231329912893,-3.5775508308395403,0.9809162884204291,-6.202202231709596,1.048847330491974,7.063441146773123,-0.282807209757464,-1.486747014469559,-10.409571742355006
eot_u_3,3,18,160,7.920372685100837,0.8594155316903961,-3.1836323343244404,1.2829225358946033,-3.8510478568086577,0.8816859563357332,-6.757557605130968,0.6416189092159027,7.599975503140962,-0.5969579171881725,-2.726468741341623,-13.871520443730564
eot_u_3,3,19,160,8.367305998564278,1.1253570247744316,-3.0489844225487444,1.6037789013796935,-4.461137740016954,0.9938167809191804,-7.188444381857091,0.6885737132890604,7.39299062383809,-0.9335271940255204,-2.3775276925596756,-11.7090727007704
eot_u_3,3,20,160,8.941774340193529,1.30320728746566,-2.626189446845852,1.7204869910859864,-3.1400168488443336,0.9291483197491016,-5.95601924656611,0.7051812374794708,6.153354743486625,-0.3200779497329804,-1.7741268241053572,-9.60370820319926
eot_u_3,3,21,160,8.709921465540763,1.3666392930340614,-2.432693602564208,1.817025456209386,-2.7721094951472347,0.9329867242291023,-5.622295182121298,0.7859685997360905,5.930407858714785,-0.19076026222592787,-1.7058171072083343,-8.92025827870967
eot_u_3,3,22,160,5.869418935186195,1.483369499662674,-3.304914271751211,1.3274212180685037,-3.8899823332899315,0.7508837302446847,-7.25792511298239,0.8719927319090539,6.608978315007238,-0.4359356058689366,-2.7693412277793685,-6.639887402126173
eot_u_3,3,23,160,5.981221048087478,1.638940302784326,-3.406057009934476,1.3424481286482963,-3.4891261478738675,0.7688459918036583,-6.532954344874534,0.9149036187041337,6.445374062244323,-0.06140490292549131,-2.467694592341674,-6.090604393288429
eot_u_3,3,24,160,5.473791077087095,1.5987709838393547,-3.150975512476126,1.2606165194170207,-3.89081097305097,0.8326950277706265,-6.728005586466489,1.056839421282983,6.234864141560168,-0.5419780062675772,-2.728699322056206,-5.947739347348665
eot_u_3,3,25,160,5.123143465918335,1.8013697096311603,-3.108702618537535,1.3559347485267195,-3.8228514666485722,0.7314729369246713,-6.152521130311142,1.0217066023818895,5.734752124713144,-0.5008623825004899,-2.070007600709198,-5.115607152880518
eot_u_3,3,26,160,4.5670992394801075,1.699209859380695,-3.4258873490747717,1.3254571299981228,-4.3928171989823905,0.6085704153475708,-6.541947472434201,1.02007677533657,4.853857253033536,-0.7071094557207088,-2.177694111714355,-4.951410842074279
eot_u_3,3,27,160,5.041020719936304,1.8190114948895357,-2.3644621787711997,1.301725698742808,-3.7056682689289273,0.5876773067352531,-5.710920466648987,1.0504087926595163,4.349340038730933,-1.0190783262124585,-1.972035157601495,-4.378665389484875
eot_u_3,3,28,160,4.364698236958178,1.381948438485601,-2.9759109631188325,1.3789730031789902,-3.8222255506315177,0.82664777664016,-5.743071193383293,1.0047600152206067,4.618058935382978,-0.6606889801187524,-1.7109828435439232,-5.359071230051666
eot_u_3,3,29,160,4.141589579254765,1.27031692702784,-3.788383467871076,1.473714824528881,-3.8027278137922735,0.8285874861609335,-6.471132379095829,1.099564537600542,4.297702266351906,-0.010272986623932967,-1.587834680546283,-5.839676795092028
eot_u_3,3,30,160,3.483064330712369,1.3592390882004153,-3.7062012594681173,1.5738695935610123,-4.737495632595946,0.7025191232676714,-6.195832365660267,1.0996744274612498,3.703314472199942,-0.5997761704346186,-1.464129940161389,-4.875827978306467
eot_u_3,3,31,160,2.8402684664583706,2.0546263366835182,-5.004400208500997,1.873057654513623,-6.339262752729978,0.9014649555277138,-7.361817736514721,1.0347803511961202,2.939430518697751,-0.6175103526429077,-1.3161870287957733,-3.7377701856755396
eot_u_4,4,0,160,-0.9403892132010053,3.3254525518717797,-2.8047419474688366,3.1113408502738356,-5.685510569279225,2.6026605001866296,-3.523151525873831,3.194599439515726,0.7056009248641356,-1.1518458424529119,-0.2632105890775359,-0.9306579358042516
eot_u_4,4,1,160,0.9689870667936464,2.4930193773440124,-3.1385139988735116,3.1757928292160176,-4.382131638708377,2.8696249502514504,-0.7507281114100061,2.9324554781824674,2.3135796559576343,-0.6032222165388481,1.0839403878347196,-1.0820141423724279
eot_u_4,4,2,160,-2.2907040468242976,2.461677109081243,-4.690922894466183,3.1422517242205408,-4.999790602006807,3.1072096947079246,-3.270084628510407,2.7787920927924694,1.8988311105383542,-0.23336249743369059,1.0187464449971138,-1.1823991279948758
eot_u_4,4,3,160,-0.2667924908017573,1.268432174720487,-1.237249604689229,1.4021478271558474,-1.2939543223514063,1.2581011673547782,-0.5433961955418096,1.3388233133183784,1.1166130588184704,-0.07422729605384899,0.8453777259738559,-0.5950695873417625
eot_u_4,4,4,160,1.7574369345936263,1.825507617833662,0.749034857442187,2.2788231571091586,0.7734280623547177,1.9153623039881726,1.6093672126107212,2.0456266782691266,0.9150194804398218,0.020917159301071915,0.8892273156757661,-0.21353790554992935
eot_u_4,4,5,160,-0.11772235497595114,1.6952734379140821,0.33471147105483395,1.7220690737867732,0.056804154219209035,1.6351003155143276,-0.05696196878023887,1.7819399420673094,-0.5763801175838584,-0.46422614587869365,-0.5768312317220815,0.1273366217880989
eot_u_4,4,6,160,-2.0489037676454673,1.4008135797110441,-2.0776693919581337,1.579046097165697,-2.0887193703434606,1.5224691414146514,-2.118123286784815,1.4988476290983894,0.06353019350865977,-0.03668566938428353,-0.10250896565991217,-0.32248570261726817
eot_u_4,4,7,160,0.22837984983688359,1.4668043469504328,0.3383487849883348,1.671453140162163,0.49512691316237073,1.4365555426400598,0.41018228606995366,1.4588168748253183,-0.19307820875018677,0.26000334196441033,0.11672786949760344,0.8439650008811485
eot_u_4,4,8,160,1.800702032598198,1.5844882729752836,2.1884135743411974,1.6972237169190314,2.5091711837561332,1.769276650281453,2.223400453216919,1.5796896819609314,-0.8454306630112253,0.5923679842629878,0.07258023550155787,1.8406447569838025
eot_u_4,4,9,160,1.698903206123434,1.4710013276506195,2.063737962958962,1.5891027705987477,2.4642425193133213,1.4089255371915892,2.170883299204685,1.4561548506436361,-0.6405099580177007,0.6508773932605962,0.1706985462002398,1.4639533189690284
eot_u_4,4,10,160,0.5382300426251105,1.4003751178464128,0.7919397956489707,1.4701246049001924,1.1218271645502433,1.4282022011760551,0.7966525598586861,1.3851654297136986,-0.5391965253529503,0.9761502266833856,0.01135604965318953,0.8864924034352549
eot_u_4,4,11,160,1.0374581672142487,1.1143701258973084,2.0649044445796734,1.2036575154548068,2.18605889794449,1.2104043568286278,1.4660156394941244,0.9303111740833206,-1.9553377731066617,0.26367413479940144,-1.0973309249835896,0.9115039903813552
eot_u_4,4,12,160,0.3673949314414426,1.133528366037487,1.1208135636708718,1.1848391397182618,1.206620234101965,1.1668806762854236,0.7417155997429462,0.9820041700447073,-1.41226853783155,0.2052394813507421,-0.8308848087728715,0.991120826914877
eot_u_4,4,13,160,0.1515856372307341,1.3882583592665931,1.4886477654941077,1.1662932262803922,1.6209964813873383,1.0988865839311084,0.9470103578137806,1.0615019702280921,-2.22430546180986,0.29544890620744607,-1.2999105457869509,1.3268777051913925
eot_u_4,4,14,160,0.7185547648498444,1.1645494917723156,1.425704981877231,1.0530673606731187,1.6256701555811062,0.947364547686385,1.239172221256371,0.9012608348692487,-1.201247084538224,0.5307699576400048,-0.4352695919060516,1.2182359108466532
