probe,strength,layer,A,B,C,D,E,sd_A,sd_B,sd_C,dz_B_C,dz_B_A,dz_C_A,dz_D_A,dz_E_A
P1,0.5,1,3.417148018198696,3.2265657217971535,3.1975365872549526,3.946709172587954,1.058498665046698,1.5581750211206584,1.3601280144929357,1.5279260633714002,0.020852805438201796,-0.15699180925609948,-0.17505877532386746,0.42669156143997217,-1.5985770233621808
P1,0.5,2,1.3794009305625212,1.3178153379471376,1.3743826531828365,1.2835415910314099,-0.31976979067221195,1.1203226908533055,0.9392688713498292,1.0863905758056132,-0.08148062744189236,-0.10608259256842502,-0.008866903795249192,-0.1737765472762447,-2.0852140920409203
P1,0.5,3,0.3111822603976047,0.358817992079049,0.35255590933700554,0.32806089410174905,-0.11610937407658836,0.4226834242119568,0.3593075914968402,0.40978914488016993,0.023287401727344226,0.15132395296502438,0.16161151898829695,0.06251455454452393,-1.1504783127924274
P1,0.5,4,1.5524060607921908,1.7281651790063761,1.5595660842504597,1.5468919826256653,0.9333950764558843,1.20796587345346,1.3174512022865486,1.2667832237393628,0.2615758997711743,0.2527037634697372,0.010166038182734831,-0.007888912085254484,-0.8902698332534101
P1,0.5,5,0.5854072808279756,0.4820170470204925,0.6609628108030801,0.6348897888248002,0.6153269243696629,0.682537693785669,0.7260835530840072,0.695155136321581,-0.34136379082875484,-0.2113123282832202,0.17170731128764255,0.10614536011946041,0.0769954775360265
P1,0.5,6,-0.9002464330581924,-0.937789213503717,-0.8857164953305372,-0.9207455565456545,-1.205906978395353,0.22061712711994608,0.20160086176170117,0.2250502711752999,-0.29901781708644126,-0.2668984940815949,0.09156043081532642,-0.1501636886940119,-2.032863306974659
P1,0.5,7,1.5799901378759553,1.5574312309034872,1.5784207515559574,1.5855603788330794,1.1879835690035256,0.20112871361270235,0.2112606833832715,0.22253718304205047,-0.11769972481506984,-0.15765393958124047,-0.012285137087709884,0.05915289312155788,-2.392748925223846
P1,0.5,8,2.8770824434046203,2.897061989395725,2.8229982837881176,2.8615153250083076,2.566558189653043,0.25482505789264864,0.30529689395802795,0.26251362896106767,0.45930473408581524,0.1415553190793149,-0.36508065851789406,-0.13358515233955595,-1.747438932285023
P1,0.5,9,2.59180361489868,2.6239933889181164,2.573035282314184,2.590890800588489,2.4833480869666595,0.4092271905507362,0.42856199734031414,0.4085989621098446,0.26051570615212105,0.20626313855350104,-0.10793364876333718,-0.007711719902606777,-0.6145220307317503
P1,0.5,10,0.6928709380860065,0.7209806791215863,0.6404063689364825,0.698704804911233,0.5102463722958936,0.2563278482503942,0.2749107872197926,0.2703615458646662,0.5176202372285091,0.25469580410671416,-0.3891533499123904,0.06026082080677971,-1.3595542014653876
