perturbation,mean_diff,dz,mean_diff_survival_pct,dz_survival_pct
a_token_shuffle,0.10960415566738421,0.3657853182756594,48.76993345409228,43.13093694016189
b_word_substitution,0.19473492268902848,0.6356576547949353,86.6500833194036,74.95246215385332
c_sentence_reversal,0.22260532057359592,0.6111340858584494,99.05141465481671,72.06080835447864
d_position_control,0.23660423042593606,0.5623449525279096,105.28042940130437,66.30792291073094
