dialogue_id,arm,topic,phrasing,replicate,n_tokens,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31
SSSF|travel|a|00,SSSF,travel,a,0,857,4.647159226409965,0.26543130906052975,-3.2118745232435875,-0.5967711057894856,0.7652883689003507,0.34855483603618165,-2.2362286194531253,-0.25449474577642167,1.0402025994255415,0.992192536881833,0.4166050427400091,0.2514980983969437,-0.2530904448861171,-1.0719876015850953,-0.014925650464839325,-1.2575899797517558,-1.9828680407321704,-0.8210157108723535,-0.5454418902596287,-0.5975011169945392,0.0469140183185284,-0.41281423897911385,-0.9485779395096222,-0.8564619438294283,-0.5458873381353091,-0.9381813802808816,-1.2975149155968488,-1.3694411697480773,-1.8085132031988642,-2.9331712320699395,-2.147492751480085,-1.3139322508587816
SSSF|travel|a|01,SSSF,travel,a,1,867,3.4353213987844335,1.549756681964939,-2.9858765946658665,-0.6110600552458127,0.6721076348275118,0.3092061935910816,-1.8284572488995479,0.16799938281565108,1.1909474225527936,1.0486089128091889,0.3217587797731327,0.11294989250899276,-0.6765529532560162,-1.539112415852089,-0.19151496968025333,-1.5341425011916168,-1.935595264841338,-0.6780270715722302,-0.4864620702203819,-0.5360887305929394,0.16951968042714502,-0.17634929495075638,-0.575140544124058,-0.18584578748015873,0.18294708094193246,-0.04958522766335188,-0.40573201737247494,-0.48403073348495096,-0.6222409662343422,-1.6283908203086832,-1.0859658216728072,-0.3724247460243795
SSSF|travel|a|02,SSSF,travel,a,2,877,2.9033405756179325,0.9083983119253872,-3.1084632483116748,-0.7021644232867352,0.30677903349568203,-0.040168298817606515,-2.1068923791653673,-0.0388400577884705,1.2022441525052285,0.9619608049768464,0.3467575126475507,0.18672570246609774,-0.3418627527378567,-1.3070355591860086,-0.22604442851392115,-1.7334130295004415,-2.3147285799533655,-1.2080731351816563,-1.0777313545597675,-1.0765031058167749,-0.5674972248664888,-0.6187552793877553,-1.1308342331659742,-0.7290684202967823,-0.5395611221388208,-0.826078398883425,-1.082426531767285,-1.2205883728039446,-1.1057102446885076,-2.5936715778184944,-1.7650774554599253,-1.0897733267803946
SSSF|travel|a|03,SSSF,travel,a,3,876,0.6876616991096238,-0.4604947913947578,-3.989019418443435,-0.9804748958420066,0.9167553623764322,0.30623149343152667,-1.8828574368543989,0.11881534733681198,1.3472869858271885,1.2162729457535233,0.4830468453528064,0.19952460556406793,-0.5248484557053487,-1.2347185822855282,0.1872501160540186,-1.2710528537744923,-1.2938814358697133,-0.14618704420245965,-0.018817926583914485,0.0934428006476532,0.2657322016064778,0.31244164734649776,-0.3243759450312719,0.20596076747955125,0.21458564645705364,-0.25775484296824974,-0.36766051676789585,-0.09559245270132825,-0.31948759284420064,-1.3653197859503718,-0.6828115424415577,0.6919303097917915
SSSF|travel|a|04,SSSF,travel,a,4,877,3.8782037746159537,1.5144676651177074,-3.2445850830898784,-0.5910598506649339,0.5188695978086235,0.01976868847058512,-1.982910060189681,0.016711807074163247,1.2374317970979303,0.9930532418694014,0.37860206877028,0.26703061517062254,-0.35284240189858596,-1.4688939273047612,-0.31097744913074393,-1.6710796539874244,-2.3124320551902806,-1.1938790126626462,-1.0077231834992881,-0.9137003728396638,-0.478515550883038,-0.7178434471981283,-1.164189325763585,-0.7846013012013597,-0.44905991454112976,-0.5782107936627292,-0.8827783259751933,-0.8762426958701148,-1.127346390319229,-2.368628804071946,-1.6055370917697191,-0.7044981578670262
SSSF|travel|a|05,SSSF,travel,a,5,877,0.6350567384272572,1.1742573805706968,-3.18297354845861,-0.7228340126327828,0.7734708171529608,0.19174992640352628,-1.7637831997734617,0.14973151490728343,1.4063524817222601,0.9702832595589408,0.24133304007246587,0.2397020204912299,-0.36055728330842585,-1.3246541544800485,0.02893216253019123,-1.6334930925445423,-2.047871375121272,-0.7424117136423953,-0.8015141943789534,-0.6003518807126156,-0.19454056470022416,-0.5395002948948795,-1.157814475259688,-0.6335839151048916,-0.357416737462312,-0.6212231648348574,-1.1143003609557751,-1.2644778730815045,-1.3978063492879658,-2.4211475896598054,-1.8707669208798878,-0.8300381604777627
SSSF|travel|a|06,SSSF,travel,a,6,862,1.2590615831912184,0.8097164509626669,-2.6889075221546155,-0.5485917164251403,0.2007894330327562,0.08656448143430052,-1.9594527689083543,-0.0009462566775050377,1.2042131414452626,1.1324335096782654,0.4845370087899886,0.3477369486445373,-0.35741952093884277,-1.2701793123832994,-0.055650194678220084,-1.4423063579537856,-2.2716360441740377,-0.9333539703498506,-0.688184829586071,-0.16014367484607633,0.4875738415151303,0.10534160351756466,-0.5152252211356222,0.03149949356104359,0.4298340124138081,0.254907644874538,0.0012744508894229345,-0.2395308651297794,-0.5391354036052658,-1.725001291633204,-0.7752026952622233,0.4910890765217098
SSSF|travel|a|07,SSSF,travel,a,7,877,2.0443998620763746,1.1578030618050628,-3.163994185252832,-0.6525700674794868,0.6876812094148292,-0.07067285093348095,-2.1762597665583874,-0.04990252853387118,1.2437718713050707,0.9731957418933337,0.251428759553954,-0.1491003796104769,-0.5851319550219143,-1.4787240885802861,-0.2832166768095399,-1.6417435559587423,-2.0423702992482657,-0.9028620204364315,-0.8234209588735599,-0.6080903305410594,0.018124623458679046,-0.34679287409785153,-1.0007834665476698,-0.5457603477453816,0.026961587495441586,-0.3190308935805198,-0.6863953253616435,-0.730370594616779,-0.7675435958730819,-2.065193615671521,-1.3801256721166137,-0.29311033998232777
SSSF|travel|a|08,SSSF,travel,a,8,877,-0.5553451237921379,0.7524712121092163,-2.7305905812146545,-0.6758974668600408,0.7190773445479707,0.49859281015910395,-1.9913749528430749,-0.09576443357775355,1.227996374519254,1.0128800950578336,0.2668524527801465,0.30415215616012226,-0.3664842968370394,-1.391090536256668,-0.1391174361754854,-1.4930008343425654,-2.2711058125815318,-1.054664035141093,-0.919489631037697,-0.6924890620227699,0.1259107918761676,-0.5020213860925704,-1.0625342586257562,-0.6100492610142252,-0.2910258060554681,-0.47913541761640216,-0.888565756285763,-0.9359200408070449,-1.239286710050003,-2.6747795381764106,-1.806305097108045,-0.96108246179745
SSSF|travel|a|09,SSSF,travel,a,9,877,3.5146464166000273,0.8370794907485675,-3.1944151757316424,-0.6347865002120134,0.49605460978258387,0.22369682454360396,-1.9659808189203691,-0.004508253691572546,1.1506101541452336,0.9515379252921377,0.3381650666155989,0.29778555647894456,-0.5038375218931973,-1.500974378008639,-0.0370443558668924,-1.2167727261628198,-1.498517851191913,-0.4371959178297351,-0.35361594806930974,-0.44512461816751614,0.2309023101742548,0.18224009253233708,0.12764810007982116,0.3441309103562645,0.6641854204957325,0.37824124602819087,-0.014570937555343916,-0.10697445524072156,-0.4581095533493101,-1.7049205013154607,-1.4654532301499192,-0.80875471499255
