perturbation,mean_diff,dz,mean_diff_survival_pct,dz_survival_pct
a_token_shuffle,0.06140767627969259,0.21929897477302293,27.324222037889847,25.85825559255862
b_word_substitution,0.16643547545332432,0.5476304646318212,74.05784035134255,64.57288977013154
c_sentence_reversal,0.22260532057359592,0.6111340858584494,99.05141465481671,72.06080835447864
d_position_control,0.34986586080228754,1.038704021902153,155.6778084306144,122.47697058850342
