panel,method,dz,ci_lo,ci_hi
B_vs_C,TF-IDF,1.2733217208156455,0.9943011691445239,1.790676752586562
B_vs_C,probe P2,0.8480810857022076,0.5857810855726242,1.334957162079979
B_vs_C,sentiment,0.5095438768108604,0.3092127041705676,0.7783430881860787
E_vs_A,TF-IDF,1.0543709931506087,0.5416184875318204,2.1903643476671975
E_vs_A,probe P2,-0.9859270202210186,-1.5131889981697966,-0.6656912932857599
E_vs_A,sentiment,0.45035404232141324,0.13473568593854343,0.7549390813885263
